id,companyId,nome,ca,validadeCA,fabricante,fornecedor,quantidadeEstoque,createdAt,updatedAt,valor_produto,tempo_minimo_troca,categoria,tamanho,fornecedor_cnpj,fornecedor_contato,fornecedor_telefone,fornecedor_email,fornecedor_endereco,cor_capacete,condicao,vida_util_meses,criado_por,alterado_por
1050006,60002,"Capacete de segurança Tipo II com aba frontal classe B casco com três nervuras, com fendas laterais para acoplagem de acessórios (protetor facial ou auditivo), com suspensão fixa ao casco através de oito pontos de encaixe, regulagem de tamanho através de ajuste simples e tira absorvedora de suor em espuma coberta de material sintético com ou sem jugular ajustável, confeccionada em tira de tecido sintético e fixa na carneira e/ou separada com fechamento simples ou velcro. MARCA: UMP. “ESTE EQUIPAMENTO DEVERÁ APRESENTAR O SELO DE MARCAÇÃO DO INMETRO”.",29738,2026-12-17 00:00:00,ULTRA MASTER PLUG COMERCIO E INDUSTRIA DE EQUIPAMENTOS DE PR,Neobetel,3,2026-02-27 12:01:54,2026-02-27 12:06:59,9.66,365,EPI,,25464260000149,Neobetel EPI,,,,Branco,Reutilizado,,,
1050007,60002,"Capacete de segurança Tipo II com aba frontal classe B casco com três nervuras, com fendas laterais para acoplagem de acessórios (protetor facial ou auditivo), com suspensão fixa ao casco através de oito pontos de encaixe, regulagem de tamanho através de ajuste simples e tira absorvedora de suor em espuma coberta de material sintético com ou sem jugular ajustável, confeccionada em tira de tecido sintético e fixa na carneira e/ou separada com fechamento simples ou velcro. MARCA: UMP. “ESTE EQUIPAMENTO DEVERÁ APRESENTAR O SELO DE MARCAÇÃO DO INMETRO”.",29738,2026-12-17 00:00:00,ULTRA MASTER PLUG COMERCIO E INDUSTRIA DE EQUIPAMENTOS DE PR,,5,2026-02-27 12:05:39,2026-02-27 12:06:25,22.27,365,EPI,,,,,,,Azul,Reutilizado,,,
1050008,60002,"Capacete de segurança Tipo II com aba frontal classe B casco com três nervuras, com fendas laterais para acoplagem de acessórios (protetor facial ou auditivo), com suspensão fixa ao casco através de oito pontos de encaixe, regulagem de tamanho através de ajuste simples e tira absorvedora de suor em espuma coberta de material sintético com ou sem jugular ajustável, confeccionada em tira de tecido sintético e fixa na carneira e/ou separada com fechamento simples ou velcro. MARCA: UMP. “ESTE EQUIPAMENTO DEVERÁ APRESENTAR O SELO DE MARCAÇÃO DO INMETRO”.",29738,2026-12-17 00:00:00,ULTRA MASTER PLUG COMERCIO E INDUSTRIA DE EQUIPAMENTOS DE PR,,2,2026-02-27 12:08:28,2026-03-02 19:32:22,22.27,365,EPI,,,,,,,Amarelo,Reutilizado,,,
1050009,60002,"Capacete de segurança Tipo II com aba frontal classe B casco com três nervuras, com fendas laterais para acoplagem de acessórios (protetor facial ou auditivo), com suspensão fixa ao casco através de oito pontos de encaixe, regulagem de tamanho através de ajuste simples e tira absorvedora de suor em espuma coberta de material sintético com ou sem jugular ajustável, confeccionada em tira de tecido sintético e fixa na carneira e/ou separada com fechamento simples ou velcro. MARCA: UMP. “ESTE EQUIPAMENTO DEVERÁ APRESENTAR O SELO DE MARCAÇÃO DO INMETRO”.",29738,2026-12-17 00:00:00,ULTRA MASTER PLUG COMERCIO E INDUSTRIA DE EQUIPAMENTOS DE PR,,1,2026-02-27 12:09:38,2026-02-27 12:09:38,22.27,365,EPI,,,,,,,Verde,Reutilizado,,,
1050010,60002,Camisa Manga Longa Social Azul,,,,PEDRO ANDRINI JUNIOR 29850039892,1,2026-02-27 12:18:49,2026-02-27 12:18:49,105.00,,Uniforme,GG,28176174000129,PEDRO ANDRINI JUNIOR 29850039892,,,"SAO ROQUE, APARECIDA, SP",,Reutilizado,,,
1050011,60002,Camisa Manga Longa Social Azul,,,,ESCARLATE,2,2026-02-27 13:08:13,2026-02-27 13:08:13,105.00,,Uniforme,G,01383434000180,ESCARLATE CONFECCOES LTDA,,,"BERNARDINO DE CAMPOS, 352, CENTRO, LORENA, SP",,Novo,,,
1050012,60002,Camisa Manga Longa Social Branca,,,,ESCARLATE,1,2026-02-27 13:09:39,2026-02-27 13:10:16,105.00,,Uniforme,XXGG,01383434000180,ESCARLATE CONFECCOES LTDA,,,"BERNARDINO DE CAMPOS, 352, CENTRO, LORENA, SP",,Reutilizado,,,
1050013,60002,Camisa Manga Longa Brim,,,,PEDRO ANDRINI JUNIOR 29850039892,2,2026-02-27 13:22:01,2026-02-27 13:22:01,70.00,,Uniforme,XXGG,28176174000129,PEDRO ANDRINI JUNIOR 29850039892,,,"SAO ROQUE, APARECIDA, SP",,Reutilizado,,,
1050014,60002,Camisa Manga Longa Brim,,,,PEDRO ANDRINI JUNIOR 29850039892,5,2026-02-27 13:22:59,2026-02-27 13:22:59,70.00,,Uniforme,M,28176174000129,PEDRO ANDRINI JUNIOR 29850039892,,,"SAO ROQUE, APARECIDA, SP",,Reutilizado,,,
1050015,60002,Camisa Manga Longa Brim,,,,PEDRO ANDRINI JUNIOR 29850039892,7,2026-02-27 13:24:13,2026-02-27 13:24:13,70.00,,Uniforme,GG,28176174000129,PEDRO ANDRINI JUNIOR 29850039892,,,"SAO ROQUE, APARECIDA, SP",,Reutilizado,,,
1050016,60002,Camisa Manga Longa Brim,,,,PEDRO ANDRINI JUNIOR 29850039892,9,2026-02-27 13:25:13,2026-02-27 13:25:13,70.00,,Uniforme,G,28176174000129,PEDRO ANDRINI JUNIOR 29850039892,,,"SAO ROQUE, APARECIDA, SP",,Reutilizado,,,
1050017,60002,Camisa Manga Longa Brim,,,,PEDRO ANDRINI JUNIOR 29850039892,1,2026-02-27 13:25:59,2026-02-27 13:26:36,70.00,,Uniforme,XGG,28176174000129,PEDRO ANDRINI JUNIOR 29850039892,,,"SAO ROQUE, APARECIDA, SP",,Reutilizado,,,
1050018,60002,COLETE DE SINALIZAÇÃO REFLETIVO SEM BOLSO VICSA,,,,PEDRO ANDRINI JUNIOR 29850039892,3,2026-02-27 13:42:45,2026-02-27 13:43:06,17.70,,Uniforme,G,28176174000129,PEDRO ANDRINI JUNIOR 29850039892,,,"SAO ROQUE, APARECIDA, SP",,Reutilizado,,,
1050019,60002,Camisa Manga Longa Brim,,,,PEDRO ANDRINI JUNIOR 29850039892,6,2026-02-27 13:44:46,2026-02-27 13:44:46,70.00,,Uniforme,XGG,28176174000129,PEDRO ANDRINI JUNIOR 29850039892,,,"SAO ROQUE, APARECIDA, SP",,Reutilizado,,,
1050020,60002,Calça Brim,,,,PEDRO ANDRINI JUNIOR 29850039892,2,2026-02-27 13:46:25,2026-02-27 13:46:25,98.00,,Uniforme,XGG,28176174000129,PEDRO ANDRINI JUNIOR 29850039892,,,"SAO ROQUE, APARECIDA, SP",,Reutilizado,,,
1050021,60002,Calça Brim,,,,PEDRO ANDRINI JUNIOR 29850039892,6,2026-02-27 13:47:07,2026-02-27 13:47:28,98.00,,Uniforme,M,28176174000129,PEDRO ANDRINI JUNIOR 29850039892,,,"SAO ROQUE, APARECIDA, SP",,Reutilizado,,,
1050022,60002,Calça Brim,,,,,14,2026-02-27 13:48:12,2026-03-02 19:19:43,98.00,,Uniforme,GG,,,,,,,Reutilizado,,,
1050023,60002,Calça Brim,,,,PEDRO ANDRINI JUNIOR 29850039892,21,2026-02-27 13:48:56,2026-02-27 13:48:56,98.00,,Uniforme,GG,28176174000129,PEDRO ANDRINI JUNIOR 29850039892,,,"SAO ROQUE, APARECIDA, SP",,Reutilizado,,,
1050024,90001,Camiseta Malha PV Marinho,,,,VANIA C SANTOS,5,2026-02-27 13:54:26,2026-02-27 13:54:26,79.60,,Uniforme,GG,29591335000103,RVAN Confecções,(12) 99632-3600,,"CENTRO, GUARATINGUETA, SP",,Novo,,,
1050025,90001,Camiseta Malha PV Marinho,,,,VANIA C SANTOS,6,2026-02-27 13:55:03,2026-02-27 13:55:03,79.60,,Uniforme,M,29591335000103,RVAN Confecções,(12) 99632-3600,,"CENTRO, GUARATINGUETA, SP",,Novo,,,
1050026,90001,Camiseta Malha PV Marinho,,,,VANIA C SANTOS,2,2026-02-27 13:55:27,2026-02-27 13:55:27,79.60,,Uniforme,G,29591335000103,RVAN Confecções,(12) 99632-3600,,"CENTRO, GUARATINGUETA, SP",,Novo,,,
1050027,90001,Camiseta Malha PV Marinho,,,,VANIA C SANTOS,4,2026-02-27 13:56:21,2026-02-27 13:56:21,79.60,,Uniforme,XXGG,29591335000103,RVAN Confecções,(12) 99632-3600,,"CENTRO, GUARATINGUETA, SP",,Novo,,,
1050028,90001,Calça Brim Marinho,,,,VANIA C SANTOS,5,2026-02-27 13:57:13,2026-02-27 13:57:13,89.50,,Uniforme,GG,29591335000103,RVAN Confecções,(12) 99632-3600,,"CENTRO, GUARATINGUETA, SP",,Novo,,,
1050029,90001,Calça Brim Marinho,,,,VANIA C SANTOS,4,2026-02-27 13:57:53,2026-02-27 13:57:53,89.50,,Uniforme,M,29591335000103,RVAN Confecções,(12) 99632-3600,,"CENTRO, GUARATINGUETA, SP",,Novo,,,
1050030,90001,Calça Brim Marinho,,,,VANIA C SANTOS,3,2026-02-27 13:58:25,2026-02-27 13:58:25,89.50,,Uniforme,G,29591335000103,RVAN Confecções,(12) 99632-3600,,"CENTRO, GUARATINGUETA, SP",,Novo,,,
1050031,90001,Calça Brim Marinho,,,,VANIA C SANTOS,5,2026-02-27 13:58:53,2026-02-27 13:58:53,89.50,,Uniforme,XXGG,29591335000103,RVAN Confecções,(12) 99632-3600,,"CENTRO, GUARATINGUETA, SP",,Novo,,,
1380004,60002,"Luva de segurança confeccionada em vaqueta na palma, dorso em raspa, reforço interno na palma, elástico no dorso para ajuste.",40051,2027-04-01 00:00:00,JEAN FRANCISCO CHAGAS FARIA LTDA,,8,2026-03-05 11:20:31,2026-03-05 11:20:31,,60,EPI,,,,,,,,Novo,,,
1380005,60002,"Capa de chuva confeccionada em PVC com forro de poliéster, mangas longas, capuz, costuras através de solda eletrônica e fechamento frontal com quatro botões plásticos de pressão.",28191,2025-09-14 00:00:00,MAICOL DO BRASIL INDUSTRIA E COMERCIO LTDA,,12,2026-03-05 11:22:54,2026-03-12 16:30:38,20.00,180,Uniforme,G,,,,,,,Novo,,,Myrielle Fialho Borges Arcanjo
1440001,60002,"Capa de chuva confeccionada em PVC com forro de poliéster, mangas longas, capuz, costuras através de solda eletrônica e fechamento frontal com quatro botões plásticos de pressão.",28191,2025-09-14 00:00:00,MAICOL DO BRASIL INDUSTRIA E COMERCIO LTDA,,12,2026-03-12 16:31:28,2026-03-13 14:17:24,20.00,180,Uniforme,GG,,,,,,,Novo,,Myrielle Fialho Borges Arcanjo,
