id,companyId,employeeId,mesReferencia,periodId,valorHora,cargaHorariaDiaria,diasUteisNoMes,salarioBrutoMes,horasExtrasValor,adicionaisValor,adicionaisDetalhes,totalProventos,descontoAdiantamento,descontoFaltas,descontoFaltasQtd,descontoAtrasos,descontoAtrasosMinutos,descontoVrFaltas,descontoVtFaltas,descontoPensao,descontoInss,descontoIrrf,descontoFgts,descontoEpi,descontoOutros,descontoOutrosDetalhes,totalDescontos,acertoEscuroValor,acertoEscuroDetalhes,salarioLiquido,status,dataPagamento,dataPagamentoPrevista,consolidadoPor,consolidadoEm,bancoDestino,observacoes,createdAt,updatedAt,vaValor,vtValor,vrValor,seguroVidaValor,contribSindicalValor,fgtsValor,inssValor,dissidioValor,convencaoValor,ddsValor,rateioPorObra
429,60002,420092,2026-01,,"12,61",8,27,2723.76,0.00,0,,2723.76,1089.50,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,217.90,0,0,,1089.50,0.00,[],1634.26,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:43,2026-03-03 22:21:43,0.00,0.00,270.00,0.00,0,217.90,0.00,0,0,0,[]
430,60002,420093,2026-01,,"9,95",8,27,2149.20,0.00,0,,2149.20,859.68,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,171.94,0,0,,859.68,0.00,[],1289.52,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:43,2026-03-03 22:21:43,0.00,0.00,270.00,0.00,0,171.94,0.00,0,0,0,[]
431,60002,420094,2026-01,,"9,95",8,27,2149.20,0.00,0,,2149.20,859.68,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,171.94,0,0,,859.68,0.00,[],1289.52,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:43,2026-03-03 22:21:43,0.00,0.00,270.00,0.00,0,171.94,0.00,0,0,0,[]
432,60002,420095,2026-01,,"9,95",8,27,2149.20,0.00,0,,2149.20,859.68,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,171.94,0,0,,859.68,0.00,[],1289.52,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:43,2026-03-03 22:21:43,0.00,0.00,270.00,0.00,0,171.94,0.00,0,0,0,[]
433,60002,420096,2026-01,,"13,50",8,27,2916.00,0.00,0,,2916.00,1166.40,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,233.28,0,0,,1166.40,0.00,[],1749.60,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:43,2026-03-03 22:21:43,0.00,0.00,270.00,0.00,0,233.28,0.00,0,0,0,[]
434,60002,420097,2026-01,,"9,95",8,27,2149.20,0.00,0,,2149.20,859.68,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,171.94,0,0,,859.68,0.00,[],1289.52,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:43,2026-03-03 22:21:43,0.00,0.00,270.00,0.00,0,171.94,0.00,0,0,0,[]
435,60002,420098,2026-01,,"12,61",8,27,2723.76,0.00,0,,2723.76,1089.50,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,217.90,0,0,,1089.50,0.00,[],1634.26,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:43,2026-03-03 22:21:43,0.00,0.00,270.00,0.00,0,217.90,0.00,0,0,0,[]
436,60002,420099,2026-01,,"11,08",8,27,2393.28,0.00,0,,2393.28,957.31,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,191.46,0,0,,957.31,0.00,[],1435.97,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:43,2026-03-03 22:21:43,0.00,0.00,270.00,0.00,0,191.46,0.00,0,0,0,[]
437,60002,420100,2026-01,,"15,09",8,27,3259.44,0.00,0,,3259.44,1303.78,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,260.76,0,0,,1303.78,0.00,[],1955.66,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:43,2026-03-03 22:21:43,0.00,0.00,270.00,0.00,0,260.76,0.00,0,0,0,[]
438,60002,420101,2026-01,,"14,45",8,27,3121.20,0.00,0,,3121.20,1248.48,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0,249.70,0,0,,1248.48,0.00,[],1872.72,simulado,,2026-02-06 00:00:00,,,,,2026-03-03 22:21:44,2026-03-03 22:21:44,0.00,0.00,270.00,0.00,0,249.70,0.00,0,0,0,[]
