id,companyId,employeeId,mesReferencia,totalAtrasos,totalMinutosAtraso,totalFaltasInjustificadas,totalSaidasAntecipadas,totalMinutosSaidaAntecipada,totalDsrPerdidos,totalFeriadosPerdidos,totalHeNaoAutorizadas,totalMinutosHeNaoAutorizada,valorTotalAtrasos,valorTotalFaltas,valorTotalDsr,valorTotalFeriados,valorTotalSaidasAntecipadas,valorTotalHeNaoAutorizada,valorTotalDescontos,faltasAcumuladasPeriodoAquisitivo,diasFeriasResultante,status,revisadoPor,revisadoEm,createdAt,updatedAt
30311,60002,420105,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30312,60002,420106,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30313,60002,420107,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30314,60002,420109,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30315,60002,420110,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30316,60002,420111,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30317,60002,420112,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30318,60002,420113,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30319,60002,420114,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30320,60002,420115,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30321,60002,420116,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30322,60002,420117,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30323,60002,420118,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30324,60002,420120,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30325,60002,420121,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30326,60002,420122,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30327,60002,420124,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30328,60002,420125,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30329,60002,420126,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30330,60002,420127,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30331,60002,420128,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30332,60002,420129,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
30333,60002,420130,2026-02,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,30,calculado,,,2026-03-04 01:40:07,2026-03-04 01:40:07
