codigo_interno,nome,unidade,quantidade_atual,tipo_controle,categoria,empresa
MAT-1397,Capa de Chuva PVC Forrado Amarela,un,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1398,Carvão para Makita,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1399,SERRA MARMORE SERRA MARMORE WESCO SERRA MARMORE WESCO WS3905,un,1.000,estoque,equipamento_proprio,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1400,Bota Galocha PVC Cano Alto  Nº 40,par,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1401,Bota Galocha PVC cano alto  nº 41,par,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1402,Capas de chuva Amarela  GG,un,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1403,Capas de chuvas  G,un,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1404,Cinto 4 Pontos Poliéster Athenas At7015,un,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1405,Talabare Y Moso 55Mm C Om Elastico,un,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1406,Protetor Auricolar Copolimetro 14Db Verde,un,50.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1407,Luva Nitrilica C/Forro Verde Tam G,un,50.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1408,Luva Mista Vaqueta Raspa Petroleira,un,50.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1409,Botinia Elastico Preto Nº 41,un,6.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1410,Botina Elstico Preto Nº 42,un,6.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1411,Botina Elástico Preto 43,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1412,Botina Elastica Preta Nº 39,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1413,Botina Elstica Preta Nº 40,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1414,Botina Elastica Preta Nº 44,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1415,Locação de Equipts. Conf. Contrato 3995 - Período de 26/06/2026 a 25/07/2026.,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1416,"Transporte de Areia, Lajotas e Limpeza da Obra",un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1417,Transporte de Material para Odo Almoxarifado para O Canteiro de Obras,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1418,Transporte de Andamimes,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1419,Ventilador de Parede 127V,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1420,Tijolo Comum Maciço 5X20 Cm,un,150.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1421,Parafuso Auto Brocante 19Mm X 4.2,un,50.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1422,Veda Calha,un,20.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1423,Conduite Corrugado 1 Polegada ( Rolo),un,6.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1424,Luva P/ Emenda Tusa 1 Krona,un,50.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1425,Luva P/ Emenda Tusa 3/4,un,50.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1426,Caixa de Luz Pvc 4 X 2 Preta,pç,350.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1427,Disco de Cortar Ferro,un,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1428,"Canteiro de Obras Provisório Completo, Incluso Escritórios, Almoxarifado, Sanitários, Vestiários e Insumos Conforme a Nr-18",m,121.500,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1429,Instalação de Um Equipamento de Ar Condicionado de 9000 Btus de Acordo com Visita Técnica,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1430,COLA TECK BOND 793 100 G,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1431,COLA TECK BOND 793 50G -,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1432,Toalheiro Suporte Porta Papel Toalha Banheiro,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1433,Iwter Folha Luva,un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1434,Potes Stilus,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1435,Higienico Sulleg F Dupla C/12,cx,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1436,Saco de Lixo C/100 Unidades,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1437,Sacola Col Fd 40X50,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1438,Sacola Col Fd 50X70,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1439,Pacote de Copo 180Ml Pct com 100Un,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1440,Saco de Lixo 60L Fd,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1441,Inter Folha Branca Pct,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1442,"1,25G Saco Lixo 100L Grosso",un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1443,Pacotes de Prato Acrilico Sobremessa 10Un Cada,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1444,50 Garfo de Sobremesa,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1445,Sabonete Líquido,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1446,Frasco Deo Line 140Ml,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1447,Guardanapo 30X30 100Un Master,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1448,Chave de Fenda Cj com Proteção 1000W,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1449,Caixa Básica de Ferramentas,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1450,"Extensão Cabo Pp 4,0Mm²",m,100.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1451,Robôs,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1452,"Lixadeira 4""",un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1453,"Serra Marmores 4""",un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1454,"Serra Circular Madeira Manual 7""",un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1455,Martelete 10 / 15 Kg + Ponteiro + Talhadeira,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1456,Tesoura de Corta Tela Fio 8Mm,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1457,Carrinho de Mão / Girica,un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1458,"Turquesa 14""",un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1459,Marreta de 5 Kg,un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1460,Nível 2M,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1461,Ponteira Martelete 250,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1462,Talhadeira P Martelette,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1463,Marretas de 15Kg,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1464,Regua com 4 Pino,un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1465,Lixeiras,un,6.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1466,Fardo de Saco de Lixo 60L,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1467,Fardo de Saco de Lixo 100L,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1468,Pacote de Perflex Grande,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1469,Galão de Desinfetante,un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1470,Galão de Alcool,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1471,Cadeados 35Mm,un,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1472,Marretas de 1Kg,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1473,"Sarrafo 10X2,5 3 M Eucalipto",un,20.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1474,"Sarrafo 15X2,5 3 M Eucalipto",un,20.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1475,Pontalete 7X7 3M,un,20.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1476,"Tabua 30X2,5 3M Eucalipto",un,20.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1477,Prego17x21,kg,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1478,Madeira Plastificado de 12Mm,un,12.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1479,Desengripante,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1480,Rele Margirius 1000W,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1481,Chave Boia 15a,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1482,Sifão Universal,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1483,Marga Massa Piso,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1484,Rolo Fita Grepe,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1485,Rolo 9 Cm Lã,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1486,Cal Líquido (Balde),un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1487,"Deca Registro 1502 3/4""",un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1488,Bucha Redução Longa Esgoto 50X40mm,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1489,Joelho 90 Soldável 32Mm,un,30.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1490,Te Esgoto 75Mm,un,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1491,Fita Tira Trinca Scmx 5M,un,20.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1492,Desempenadeira Lisa 18X30,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1493,Desempenadeira Corrugada 18X30,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1494,Linha Pedreiro,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1495,Areia Media,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1496,Saco de Lixo 200L - Super Reforçado,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1497,Água Sanitária 5Lts,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1498,Desinfetante Violex 5L,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1499,Detergente Pu 5L,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1500,Papel Toalha Luxo C/1000fls,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1501,Pano Multiuso Rolo 50F 30X25cm,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1502,Limpa Vidros e Anti Baxt 1L,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1503,Flanela Ouro G,un,8.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1504,Bota N42,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1505,Serra Mármore 220V - 30 Dias - 06/05/26 -05/06/26,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1506,"Diagonais 1,50M - 30 Dias - 07/05/26 - 06/06/26",un,25.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1507,"Pranchão Metálico de 1,5 X 0,37M - 30 Dias 07/05/26 - 06/06/26",un,13.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1508,Serra Circular 7.1/4 220V - 30 Dias 09/05/26 -08/06/26,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1509,Caixa de Copo 180Ml Fonplast - com 2500Copos,cx,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1510,Furadeira Ind 1/2 220V 30 Dias - 10/05/26 - 09/06/26,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1511,Guincho Coluna 220V 30 Dias 10/05/26-09/06/26,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1512,"Painel Nr 18 - 1,0X1,0 - 30 Dias - 13/05/26 - 12/06/26",un,8.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1513,"Painel Nr 18 - 1,5X1,0 - 30 Dias - 13/05/26 - 12/06/26",un,16.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1514,Serra Mármore 220V - 30 Dias - 13/05/26 - 12/06/26,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1515,"Diagonal 1,0M - 30 Dias 13/05/26 - 12/06/26",un,8.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1516,"Diagonal 1,50M - 30 Dias - 13/05/26 - 12/06/26",un,16.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1517,"Prancha Metálica 1,5X0,37m - 30 Dias - 13/05/26 -12/06/2026",un,15.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1518,"Prancha Metálica 1,07X0,33m - 30 Dias - 13/05/26 -12/06/2026",un,6.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1519,Rompedor 10 Kg 220V - 30 Dia 16/05/26 - 15/06/26,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1520,"Esmer Ind 1.41/2"" - 220V - 30 Dias - 21/05/26 - 20/06/26",un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1521,"Furadeira Ind 1/2"" - 220V - 30 Dias -22/05/26 - 21/06/26",un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1522,Broca 10 para Concreto,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1523,Broca 12 para Concreto,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1524,Disco de Cortar Parede,un,15.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1525,Placa de Drywall,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1526,Serra Mármore 220V,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1527,Esmerilhadeira 4 1/2,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1528,Disjuntor 80a Bipolar,un,7.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1529,"Galão de Tinta Látex Areia do Deserto Suvinil 3,6L",un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1530,"Galão de Massa Corrida Pva 3,6L",un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1531,Massa Corrida 18L,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1532,Massa Corrida,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1533,Lixa 120,un,20.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1534,Tinta 18L Cachepô Verde Suvinil,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1535,Tinta 18L Latex Suvinil Branco Neve,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1536,Tapa Trinca,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1537,Fita Tapa Trinca 50Mmx3m,un,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1538,"Chapa Proteção Aço Inox 0,50X1,00cm",un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1539,Mandril 3/8,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1540,Placa Ru,un,80.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1541,Placast,un,30.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1542,Parafuso com Bbucha 6 com 1 Ml,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1543,Fita Telada Azul,un,24.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1544,Parafuso Gn 25,un,16.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1545,Arame 10,un,50.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1546,"Tabica Branca 0,50",un,150.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1547,Canalete F530,un,100.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1548,Montante de 48,un,100.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1549,Guia de 48,un,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1550,Massa Drywall 25Kg,un,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1551,Regulador,un,500.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1552,Prego de Aço,un,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1553,Gesso Emanuel 40Kg,un,400.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1554,Suporte Serra Copo Starrety,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1555,"Guarada Corpo 2,12 - 30 Dias 06/05-06/06",un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1556,"Painel Nr18 1,5X1,0 - 30 Dias 06/05-06/06",un,13.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1557,Sapata Ajustaveis - 30 Dias 07/05-06/06,un,11.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1558,"Diagonais 1,5M - 30 Dias 07/05-06/06",un,126.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1559,Prencha Metálica - 30 Dias 07/05-06/06,un,43.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1560,Betoneiro Mono 400L 220V - 30 Dias 16/05-15/06,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1561,Serra Mármore 220V 22 Dias 04/05-26/05,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1562,"Painel Nr18 1,5X1,0 30 Dias 07/05-06/06",un,105.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1563,Sapatas Ajustaveis 30 Dias 07/05-06/06,un,6.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1564,"Diagonais 1,00 Ctr26746-7 - 30 Dias 07/05-06/06",un,17.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1565,"Diagonais 1,50 - 30 Dias 07/05-06/06",un,165.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1566,"Pranchao Metálico 1,5X0,33m - 30 Dias 07/05-06/06",un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1567,Serra Circular7.1/4 220V 15 Dias 09/05-24/05,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1568,Rompedor Martio 220V 30 Dias 09/05/26-08/06/26,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1569,Esmerilhadeira 4.1/2 220V 15 Dias 09/05-24/05,un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1570,Rompedor Martir 220V,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1571,Serra Mármore 220V - 15 Dias 11/05-26/05,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1572,Serra Circular 7.1/4 220V 9Dias 17/05-26/05,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1573,Misturador de Argamassa 9 Dias 17/05-26/05,un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1574,Compound Otto Baumg Adesivo 1Kg,un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1575,Arruelas Lisa 5/8,un,20.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1576,Copo Descartável Transparente 200ml,cx,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1577,Jogo de Rebite para Lona,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1578,Grahca Marfak,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1579,Jogo de Disco de Freio,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1580,Jogo de Oastilha de Freio,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1581,Fluido de Freio Dot4,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1582,Kit Rolam Traseira,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1583,Jogo de Lona,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1584,Cilindro Roda Traseira,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1585,Mola Sapata Roda Traseira,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1586,Flexivel Freio Diant Esq,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1587,Oleo de Motor,L,8.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1588,Filtro do Oleo do Motor,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1589,Filtro de Oleo,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1590,Filtro de Ar,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1591,Bujão Carter,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1592,Anel do Bujão,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1593,Peças Diversas,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1594,Caçamba de 4M,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1595,Caçamba 4 M,un,12.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1596,Caçamba 4M,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1597,Parafuso Auto Brocante 12X3,un,100.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1598,Broca Irwin Videa 1/4,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1599,Corrente Rino 4Mm,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1600,Cadeado Papo 25Mm,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1601,Talhadeira 14X50x40mm,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1602,Broca Irwin de 1/2,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1603,Broca Irwin R 10Mm,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1604,Chumbador Ancora,un,8.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1605,Escapula São Rafael,un,12.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1606,Bucha Parede,un,12.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1607,Fita Dupla Face Scoth,un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1608,Curva 32,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1609,Tubo Soldável,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1610,Lixa Cola,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1611,Luva 32,un,29.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1612,PLUG MACHO 10 A ,un,9.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1613,PLUG FEMEA 10 A,un,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1614,PLUG FEMEA 20 A,un,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1615,"Tubo 1 1/2""",m,384.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1616,"Tubo 1""",m,174.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1617,Suporte com Canopla,un,115.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1618,"Curva 1 1/2""",un,185.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1619,"Suporte L 7X7(tubo Liso 3/8"") - Mancal L",un,115.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1620,"Bucha com Anel 0,8Mm",un,350.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-1621,"Arruela 1""X1.1/2""",un,60.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
