codigo_interno,nome,unidade,quantidade_atual,tipo_controle,categoria,empresa
MAT-0504,Cimento,un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0505,Disco de Corte,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0506,Trinco Rocha Fg055,vb,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0507,Balde de Bianco,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0508,Caçamba,m³,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0509,Lâmpadas 20W,un,6.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0510,Pilhas Aa,un,6.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0511,Barra Rosqueavel,un,32.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0512,Porcas Sextavadas,un,6.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0513,Arruelas Lisa,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0514,Graxa 500G,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0515,Pincel,un,12.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0516,"12 Tabua de 0,30 Cm (Eucalipto) - 4M Cada",un,12.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0517,10 Pontalete de 5 Polegadas (Eucalipto) - 4M Cada,un,44.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0518,40 M Sarrafo de 15 Cm (Eucalipto) - 4M Cada,m,120.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0519,Spray Azul,un,6.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0520,Mangueira Ponta Vermelha (Preta),m,50.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0521,Desmoldante para Concreto,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0522,Mensalidade Ponto Facial,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0523,Tela Cerquite Laranja,m,50.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0524,Protetor de Ponta Ferragem Ref. Pp,un,30.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0525,Aço 8.0Mm,kg,116.250,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0526,"Aço 5,0Mm",barra,43.500,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0527,"Aço 10,0Mm",barra,12.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0528,Argamassa de Regularização e/Ou Proteção e=4 Cm Traço 1:6,L,200.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0529,Nível de Mão 3 Bolhas,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0530,Desempenadeira de Aço Dentada 35Cm X 10Cm,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0531,Desempenadeira Pvc Corrugada 16X28,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0532,Talhadeira Ferro Mola Fina 30Mmx 250Mm ( 25Cm ),un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0533,Talhadeira Sds 250Mm para Martelete,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0534,Linha de Pedreiro,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0535,Alicate Rebitador Manual,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0536,Sarrafo 15Cm X 3M,un,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0537,Prego Diversas Bitolas (19 X 36),un,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0538,Porta Completa 90Cm,vb,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0539,Chave Inglesa 12,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0540,Graxa,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0541,Chave Combinada 22,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0542,"Rolo de Tusa 1""",un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0543,Rolo Fita Isolante,un,20.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0544,Levantamento Topográfico para As Built,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0545,Caixa de Passagem CPT40 Tigre,un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0546,Sarrafo de 200Cmx5cm,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0547,Sarrafo de 300Cmx5cm,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0548,Rolo Lã 23Cm,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0549,"Trincha 2""",un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0550,Chumbador (Pba) 3/8 X 3 1/2,un,292.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0551,Disco Serra Circular 7 1/4 X 2,vb,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0552,Soquete com Rabicho e-27,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0553,Lâmpada Led a60,vb,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0554,Fita Isolante 20M,vb,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0555,Wd40,vb,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0556,Garrafao 5L,vb,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0557,Trena 5Mx16mm,vb,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0558,Trena 8Mx26mm,vb,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0559,Estilete 25Mm,vb,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0560,Prego 18X27,vb,9.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0561,Dobradiça 3,vb,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0562,Canivete Brasforte,vb,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0563,Corda 08Mm,vb,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0564,Cadeado,vb,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0565,Corrente 2Mm,vb,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0566,Cadeado 40Mm,vb,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0567,Cadeado 45Mm,vb,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0568,Corrente 6Mm,vb,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0569,Pino Macho 10a,vb,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0570,Pino Femea 10a,vb,7.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0571,Pino Femea 10a - Preto,vb,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0572,Enforca Gato,vb,500.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0573,Chave Philips 3/16,vb,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0574,Chave Fenda 3/16,vb,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0575,Alicate,vb,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0576,Bota - 42,vb,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0577,Chave Allen,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0578,Bota 40 e 41,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0579,Roda Teto + Cola,vb,11.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0580,Benjamim 3 Pinos,vb,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0581,Chave Philips,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0582,Despenadeira Dentada,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0583,Adesivo Compound,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0584,Caixa de Passagem Pvc 20X20,un,9.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0585,Disco de Corte 4 1/2,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0586,Perfil Led Embutir,m²,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0587,Disjuntor 20 A bipolar,vb,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0588,Perfil de Led de Embutir 20Mm,m,20.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0589,"Disco de Corte Stanley 41/2X1,0x7/8",un,7.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0590,Pulverizador Burrifador,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0591,Alicate Bico de Papagaio,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0592,Alicate de Pressão,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0593,Alicate Bomba D'água,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0594,Chave Hidráulica 8 em 1,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0595,Tarraxa,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0596,Conjunto de Chave L,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0597,Arco de Serra,un,1133.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0598,Trena,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0599,Bolsa para Ferramentas,un,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0600,Nível de Mão,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0601,Te 90 Marrom Tigre 25Mm,un,16.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0602,Luva Marrom Correr 25Mm,un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0603,Betoneira,un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0604,Bocal Rabicho,un,8.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0605,Lâmpada de Led,un,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0606,RODIZIOS BORRACHA GIRATORIOS,un,17.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0607,PONTEIRA MART 06/10 KG,un,6.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0608,TALHADEIRA MART 06/10 KG,un,2.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0609,ROMP.PERF.06 KG220V-COD26 DWALT,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0610,TALHADEIRA MART 16/30 KG,un,2.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0611,CHAVE DE APERTO DW 848 P/ ESMERILHA DEIRA,un,4.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0612,PONTEIRA MART 16/30 KG,un,4.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0613,ROMP.MART10 KG 220V-COD62 DCK,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0614,ROMP. MART10 KG 220V-COD39 DCK,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0615,SAPATAS AJUSTÁVEIS,un,143.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0616,"PRANCHAO METALICO 1,50M X 0,37M",un,46.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0617,"DIAGONA IS 2,12",un,4.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0618,"GUARDA CORPO 1,50M S/ PORTA",un,2.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0619,PARAFUS. A BATERIA-CÓD01 BOSCH,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0620,CHAVE DE APERTO P/ SERRA MARMORE,un,2.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0621,"PAINEL NR18 1,5X1,0 COM DEGRAU",un,118.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0622,"DIAGONA IS X 1,00 M",un,17.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0623,"DIAGONA IS X 1,50 M",un,291.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0624,VIGA PARA 3 MTS P/ BALANCINHO,un,2.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0625,ROMP.MART06 KG220V-COD100 DWALT,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0626,"LIGAÇÃO 1,00",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0627,BETONEIRA MONO 220V 400 LTS-CÓD75,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0628,"DIAGONA IS X 2,00 FACHADEIRO",un,36.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0629,RODAPE P/FACHADEIRO,un,12.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0630,"PRANCHAO 1,40X1,65 FACHADEIRO",un,24.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0631,GUARDA CORPO P/FACHADEIRO,un,24.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0632,"PAINEL FACHADEIRO 2,00X2,00",un,24.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0633,"PAINEL FACHADEIRO 2,00X2,00 C/ ESCADA",un,12.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0634,"MARTELETE 02,5KG (DE 00,0 A 02,5 KG)",un,7.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0635,"ANDAIME TUBULAR 1,00 X 1,00 M",un,12.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0636,SAPATA AJUSTAVEL,un,20.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0637,"ESMERILHADEIRA/LIXADEIRA ANGULAR 5""",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0638,FURADEIRA DE IMPACTO,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0639,"MARTELETE 16KG (DE 13,0 A 16,9 KG)",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0640,"DIAGONAL P/ ANDAIME - TORRES 1,00 x 1,00M (1,41m)",un,2.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0641,VIBRADOR DE CONCRETO C/ MANGOTE,un,2.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0642,"PLATAFORMA P/ ANDAIME 1,00 M",un,8.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0643,GUINCHO COLUNA - 000 A 200KG,un,4.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0644,"SERRA CIRCULAR 7.1/4""",un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0645,PEDESTEL 200KG,un,1.000,estoque,equipamento_locado,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0646,Item TESTE -areia ,m³,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0647,Lâmpada,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0648,Bocal para Lâmpada,un,8.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0649,Compound A+b,un,8.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0650,Dobradiça,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0651,Porta Cadeado,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0652,Rolo de Pintura,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0653,Garfo (para Rolo de Pntura),un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0654,Barra de Ferro 8,un,9.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0655,Lâmpadas de 30W,un,15.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0656,Injeção com Gel Acrílico + Espuma Hidroexpansiva (Casa de Máquinas Piscina),un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0657,Injeção com Gel Acrílico + Espuma Hidroexpansiva (Rampa) + Aplição de Pu,un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0658,"Semi Fosco Farben 0,9L",un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0659,Pelicula 60X60 Banheiros,un,134.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0660,Argamassa Ac3 - Kerakoll,un,20.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0661,Container Almoxarifado,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0662,Container Banheiro,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0663,Botina Elastico - Tamanhos Variados,un,16.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0664,Botina Nobuck -41,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0665,ESPUMA EXPANSIVA TEK BOND 500 ML,un,63.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0666,SIFÃO PLASTICO UNIVERSAL AMANCO,un,8.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0667,DISCO DE CORTE MAQUINA REJUNTE-CHINA,un,38.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0668,"ESPATULA DE SILICONE 7X12,5",un,13.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0669,ESPATULA PLASTICA PARA MASSA- COMPEL,un,20.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0670,VEDA ROSCA TIGRE 18 MM,rolo,43.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0671,"Espátula Aço Polido com Cabo Plástico 152,4 MM",un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0672,LAMPADA OUROLUX 30,un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0673,DISCO PARA PORCELANATO DYMAR,un,8.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0674,PISTOLA FINCA PINO - ANCORA,un,5.000,estoque,equipamento_proprio,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0675,PISTOLA FINCAPINO - ANCORA,un,2.000,estoque,equipamento_proprio,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0676,SERRA MÁRMORE,un,3.000,estoque,equipamento_proprio,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0677,BATEDOR DE MASSA,un,1.000,estoque,equipamento_proprio,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0678,"Disco de Corte de Madeira 7 1/4"" com 24 Dentes",un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0679,PARAFUSADEIRA FURADEIRA DE IMPACTO 2 BATERIAS 20V FONTE CARREGAMENTO BIVOLT PFV238I VONDER,un,1.000,estoque,equipamento_proprio,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0680,Pu Verdde 6155,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0681,Catalizador 064 450Ml,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0682,Catalizados Fsm Pu 064 Iaazzuril 300Ml,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0683,Trincha Atlas 419-2,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0684,Fita Creppe Auto 48X50 e Fita Adere Auto 48X50 Branco,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0685,Pneu Dunlop 185/70 R14,un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0686,Guarda Corpo,un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0687,"Painel 2,0X2,0",un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0688,"Painel 2,0X2,0 com Escada",un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0689,Monitoramento Sistema de Alarmes,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0690,"Painel Fechadeiro 2,0X2,0",un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0691,Guarda Corpo Fechadeiro,un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0692,"Diagonais X 2,00 Fachadeiro",un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0693,Parafuso - Bteria - Cod 01 - Boach,un,0.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0694,Espuma Expansiva,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0695,Bucha06,un,12.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0696,Cabo 6Mm,un,120.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0697,Fita Perfurada,un,7.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0698,SERRA MÁRMORE A SECO BOSCH GDC 150 TITAN 1500W,un,1.000,estoque,equipamento_proprio,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0699,Argila Expandida,kg,200.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0700,Capa de Proteção Elevador,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0701,Viaplus 1000 18Kg,un,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0702,ESMERILHADEIRA 4 1/2 VONDER,un,1.000,estoque,equipamento_proprio,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0703,Luva de Correr 100 Esgoto,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0704,Joelho 45º de 60 Agua Fria,un,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0705,Registro Pvc 50,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0706,Prego 18X30 com Cabeça Dupla,kg,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0707,Trava Rosca,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0708,Junção de Esgoto 50X50,un,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0709,Luva de Junção Esgoto 50X50,un,10.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0710,Franje 3/4,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0711,Boia,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0712,Barras de Cano Marrom 3/4,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0713,Te de 32,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0714,Joelho 90° 32,un,4.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0715,Barras de Tubo Marrom 32,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0716,Luva de Correr 32,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0717,Joelho 90° 75 Marrom,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0718,Barra de Tubo 75 Marrom,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0719,Te Marrom de 75.,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0720,Franje 32,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0721,Joelho 90° de 3/4,un,5.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0722,Lixa de Ferro,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0723,Cola Trava Rosca 10G,un,1.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0724,Fardo de Papel Higienico,un,68.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0725,Caixa de Copo Descartável,cx,6.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0726,Pacote Saco Lixo 200,pç,3.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0727,Flanege de 50,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0728,Bucha de Redução de 75 para 50,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0729,Barra de 50,un,12.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
MAT-0730,Luva de 75,un,2.000,estoque,material,FC ENGENHARIA E CONSTRUCAO LTDA
